Category,ID,Latitude,Longitude,Date,MODIS_Tile,MCD43A1_061_Line_Y_500m,MCD43A1_061_Sample_X_500m,MCD43A1_061_BRDF_Albedo_Parameters_Band1_0,MCD43A1_061_BRDF_Albedo_Parameters_Band1_1,MCD43A1_061_BRDF_Albedo_Parameters_Band1_2,MCD43A1_061_BRDF_Albedo_Parameters_Band2_0,MCD43A1_061_BRDF_Albedo_Parameters_Band2_1,MCD43A1_061_BRDF_Albedo_Parameters_Band2_2,MCD43A1_061_BRDF_Albedo_Parameters_Band3_0,MCD43A1_061_BRDF_Albedo_Parameters_Band3_1,MCD43A1_061_BRDF_Albedo_Parameters_Band3_2,MCD43A1_061_BRDF_Albedo_Parameters_Band4_0,MCD43A1_061_BRDF_Albedo_Parameters_Band4_1,MCD43A1_061_BRDF_Albedo_Parameters_Band4_2,MCD43A1_061_BRDF_Albedo_Parameters_Band5_0,MCD43A1_061_BRDF_Albedo_Parameters_Band5_1,MCD43A1_061_BRDF_Albedo_Parameters_Band5_2,MCD43A1_061_BRDF_Albedo_Parameters_Band6_0,MCD43A1_061_BRDF_Albedo_Parameters_Band6_1,MCD43A1_061_BRDF_Albedo_Parameters_Band6_2,MCD43A1_061_BRDF_Albedo_Parameters_Band7_0,MCD43A1_061_BRDF_Albedo_Parameters_Band7_1,MCD43A1_061_BRDF_Albedo_Parameters_Band7_2,MCD43A1_061_BRDF_Albedo_Parameters_nir_0,MCD43A1_061_BRDF_Albedo_Parameters_nir_1,MCD43A1_061_BRDF_Albedo_Parameters_nir_2,MCD43A1_061_BRDF_Albedo_Parameters_shortwave_0,MCD43A1_061_BRDF_Albedo_Parameters_shortwave_1,MCD43A1_061_BRDF_Albedo_Parameters_shortwave_2,MCD43A1_061_BRDF_Albedo_Parameters_vis_0,MCD43A1_061_BRDF_Albedo_Parameters_vis_1,MCD43A1_061_BRDF_Albedo_Parameters_vis_2,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band1,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band2,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band3,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band4,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band5,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band6,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band7,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_nir,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_shortwave,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_vis,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band1_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band1_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band1_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band1_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band1_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band2_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band2_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band2_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band2_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band2_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band3_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band4_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band5_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band5_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band5_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band5_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band5_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band6_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band6_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band6_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band6_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band6_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band7_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band7_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band7_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band7_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_Band7_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_nir_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_nir_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_nir_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_nir_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_nir_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_shortwave_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_shortwave_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_shortwave_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_shortwave_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_shortwave_Fill_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_vis_bitmask,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_vis_MODLAND,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_vis_MODLAND_Description,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_vis_Fill,MCD43A1_061_BRDF_Albedo_Band_Mandatory_Quality_vis_Fill_Description
AKA,13,40.62,80.83,2021-01-11,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-12,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-13,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-14,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-15,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-16,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-17,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-18,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-19,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-20,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-21,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
AKA,13,40.62,80.83,2021-01-22,h24v04,2251,324,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,32767.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, see other QA (magnitude BRDF inversions, both Band 5 and Band 6 are fill value due to non-functional or noisy",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,,0b11111111,0b111,"Processed, good quality (full BRDF inversions, both Band5 and Band 6 are fill value due to non-functional or noisy detectors)",0b11111,
